project,organization,location,recording_date,recording_time,status,latitude,longitude,buffer_radius_m,species_code,scientific_name,species_english_name,species_class,method,rain,wind,noise,industry_noise,audio_quality,species_individual_name,transcriber,abundance,confidence,Vocalization,Interval,daily_weather_station_nm,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation_mm,hourly_wind_direction,hourly_wind_speed,hourly_visibility_km,hourly_station_pressure,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,comment,species_comment,original_file_name
SK Pyrodiversity,ECCC,13-UEB12-KA,2020-06-15,7:27:00,Transcribed,55.25056,-104.77444,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,33km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,33km,14.1,10.6,79,0,15,18,,95.97,,,NA,,,13-UEB12-KA_20200615_072700.wav
SK Pyrodiversity,ECCC,13-UEB12-KA,2020-06-15,7:27:00,Transcribed,55.25056,-104.77444,,COME,Mergus merganser,Common Merganser,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,To Be Checked,Call,1-2 min,LA RONGE A,379.20m,33km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,33km,14.1,10.6,79,0,15,18,,95.97,,,NA,,flight calls,13-UEB12-KA_20200615_072700.wav
SK Pyrodiversity,ECCC,13-UEB12-KA,2020-06-15,7:27:00,Transcribed,55.25056,-104.77444,,MYWA,Setophaga coronata coronata,Myrtle Warbler,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,33km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,33km,14.1,10.6,79,0,15,18,,95.97,,,NA,,,13-UEB12-KA_20200615_072700.wav
SK Pyrodiversity,ECCC,13-UEB12-KA,2020-06-15,7:27:00,Transcribed,55.25056,-104.77444,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,33km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,33km,14.1,10.6,79,0,15,18,,95.97,,,NA,,,13-UEB12-KA_20200615_072700.wav
SK Pyrodiversity,ECCC,13-UEB12-KA,2020-06-15,7:27:00,Transcribed,55.25056,-104.77444,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,2,Avery Bartels,1,Confident,Song,1-2 min,LA RONGE A,379.20m,33km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,33km,14.1,10.6,79,0,15,18,,95.97,,,NA,,,13-UEB12-KA_20200615_072700.wav
SK Pyrodiversity,ECCC,13-UEB12-KA,2020-06-15,7:27:00,Transcribed,55.25056,-104.77444,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,33km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,33km,14.1,10.6,79,0,15,18,,95.97,,,NA,,,13-UEB12-KA_20200615_072700.wav
SK Pyrodiversity,ECCC,13-UEB12-KA,2020-06-15,7:27:00,Transcribed,55.25056,-104.77444,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,33km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,33km,14.1,10.6,79,0,15,18,,95.97,,,NA,,"partial song, 3-part song later  ",13-UEB12-KA_20200615_072700.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,HEWI, ,Heavy wind,ABIOTIC,3m 1SPR,2,2,1,0,None,1,Stan Shadick,1,Confident,Non-vocal,2-3 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,LIAI, ,Light aircraft,ABIOTIC,3m 1SPR,2,2,1,0,None,1,Stan Shadick,1,Confident,Non-vocal,0-1 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,LIRA, ,Light rain,ABIOTIC,3m 1SPR,2,2,1,0,None,1,Stan Shadick,1,Confident,Non-vocal,1-2 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,LITF, ,Light traffic,ABIOTIC,3m 1SPR,2,2,1,0,None,1,Stan Shadick,1,Confident,Non-vocal,2-3 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,MORA, ,Moderate rain,ABIOTIC,3m 1SPR,2,2,1,0,None,1,Stan Shadick,1,Confident,Non-vocal,0-1 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,MORA, ,Moderate rain,ABIOTIC,3m 1SPR,2,2,1,0,None,2,Stan Shadick,1,Confident,Non-vocal,2-3 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,MOWI, ,Moderate wind,ABIOTIC,3m 1SPR,2,2,1,0,None,1,Stan Shadick,1,Confident,Non-vocal,0-1 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,MOWI, ,Moderate wind,ABIOTIC,3m 1SPR,2,2,1,0,None,2,Stan Shadick,1,Confident,Non-vocal,1-2 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,2,2,1,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,2,2,1,0,None,2,Stan Shadick,1,Confident,Song,1-2 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,Louder than song that follows.,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,2,2,1,0,None,3,Stan Shadick,1,Confident,Call,1-2 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,UNPA, ,Unknown Passerine,UNKNOWN,3m 1SPR,2,2,1,0,None,1,Stan Shadick,1,To Be Checked,Call,2-3 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,WTSP?,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,2,2,1,0,None,1,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,Up singer ending at 4.5 kHz.,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,2,2,1,0,None,2,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,Fainter Up singer ending at 4.1 kHz.,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,2,2,1,0,None,3,Stan Shadick,1,Confident,Song,0-1 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,Loud upsinger ending at 4.0 kHz.,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UDB73-DF,2020-06-15,7:29:25,Transcribed,55.32805,-105.46613,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,2,2,1,0,None,4,Stan Shadick,1,Confident,Song,1-2 min,LA RONGE A,379.20m,23km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,23km,14.1,10.6,79,0,15,18,,95.97,,,NA,Light traffic,Faint down singer ending at 3.6 kHz.,13-UDB73-DF_20200615_072925.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-15,8:18:00,Transcribed,55.19672,-104.86176,,BOCH,Poecile hudsonicus,Boreal Chickadee,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Call,0-1 min,LA RONGE A,379.20m,27km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,27km,15.5,10.9,74,0,15,17,,95.96,,,NA,,,13-UEB01-LQ_20200615_081800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-15,8:18:00,Transcribed,55.19672,-104.86176,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Call,0-1 min,LA RONGE A,379.20m,27km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,27km,15.5,10.9,74,0,15,17,,95.96,,,NA,,,13-UEB01-LQ_20200615_081800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-15,8:18:00,Transcribed,55.19672,-104.86176,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,0,0,0,0,None,2,Robert Wapple,1,Confident,Call,0-1 min,LA RONGE A,379.20m,27km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,27km,15.5,10.9,74,0,15,17,,95.96,,,NA,,,13-UEB01-LQ_20200615_081800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-15,8:18:00,Transcribed,55.19672,-104.86176,,HERG,Larus argentatus,Herring Gull,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Call,1-2 min,LA RONGE A,379.20m,27km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,27km,15.5,10.9,74,0,15,17,,95.96,,,NA,,,13-UEB01-LQ_20200615_081800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-15,8:18:00,Transcribed,55.19672,-104.86176,,MAWA,Setophaga magnolia,Magnolia Warbler,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,27km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,27km,15.5,10.9,74,0,15,17,,95.96,,,NA,,,13-UEB01-LQ_20200615_081800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-15,8:18:00,Transcribed,55.19672,-104.86176,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,27km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,27km,15.5,10.9,74,0,15,17,,95.96,,,NA,,,13-UEB01-LQ_20200615_081800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-15,8:18:00,Transcribed,55.19672,-104.86176,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,0,0,None,2,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,27km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,27km,15.5,10.9,74,0,15,17,,95.96,,,NA,,,13-UEB01-LQ_20200615_081800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-15,8:18:00,Transcribed,55.19672,-104.86176,,WIWA,Cardellina pusilla,Wilson's Warbler,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Song,0-1 min,LA RONGE A,379.20m,27km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,27km,15.5,10.9,74,0,15,17,,95.96,,,NA,,,13-UEB01-LQ_20200615_081800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-15,8:18:00,Transcribed,55.19672,-104.86176,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,3m 1SPR,0,0,0,0,None,1,Robert Wapple,1,Confident,Song,2-3 min,LA RONGE A,379.20m,27km,12.3,22.4,17.4,1.9,0,1.9,,LA RONGE RCS,378.60m,27km,15.5,10.9,74,0,15,17,,95.96,,,NA,,,13-UEB01-LQ_20200615_081800.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,0,0,1,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,COLO,Gavia immer,Common Loon,AVES,3m 1SPR,0,0,1,0,None,1,Chris Chutter,1,Confident,Call,2-3 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,LIBA, ,Light Background Noise,ABIOTIC,3m 1SPR,0,0,1,0,None,1,Chris Chutter,1,Confident,Non-vocal,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,Water,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,MYWA,Setophaga coronata coronata,Myrtle Warbler,AVES,3m 1SPR,0,0,1,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,MYWA,Setophaga coronata coronata,Myrtle Warbler,AVES,3m 1SPR,0,0,1,0,None,2,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,RESQ,Tamiasciurus hudsonicus,Red Squirrel,MAMMALIA,3m 1SPR,0,0,1,0,None,1,Chris Chutter,1,To Be Checked,Call,1-2 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,1,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,1,0,None,2,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,1,0,None,3,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,1,0,None,4,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,1,0,None,1,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,1,0,None,2,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,1,0,None,3,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UDB91-NW,2020-06-16,3:19:00,Transcribed,55.17829,-105.07445,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,1,0,None,4,Chris Chutter,1,Confident,Song,0-1 min,LA RONGE A,379.20m,13km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,13km,10.4,7.4,82,0,20,9,,96.16,,,NA,Water sounds,,13-UDB91-NW_20200616_031900.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,0,0,1,0,None,1,Avery Bartels,1,Confident,Song,2-3 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,,13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,LIBA, ,Light Background Noise,ABIOTIC,3m 1SPR,0,0,1,0,None,1,Avery Bartels,1,Confident,Non-vocal,0-1 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,"flowing water, throughout",13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,MAWA,Setophaga magnolia,Magnolia Warbler,AVES,3m 1SPR,0,0,1,0,None,1,Avery Bartels,1,To Be Checked,Song,0-1 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,"quiet, but looks good for this sp ",13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,MYWA,Setophaga coronata coronata,Myrtle Warbler,AVES,3m 1SPR,0,0,1,0,None,1,Avery Bartels,1,Confident,Song,0-1 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,,13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,SOSP,Melospiza melodia,Song Sparrow,AVES,3m 1SPR,0,0,1,0,None,1,Avery Bartels,1,Confident,Song,1-2 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,,13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,1,0,None,1,Avery Bartels,1,Confident,Call,0-1 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,,13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,1,0,None,2,Avery Bartels,1,Confident,Song,1-2 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,,13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,0,0,1,0,None,3,Avery Bartels,1,Confident,Song,1-2 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,,13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,UNGU, ,Unknown Gull,UNKNOWN,3m 1SPR,0,0,1,0,None,1,Avery Bartels,1,To Be Checked,Call,0-1 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,,13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,UNGU, ,Unknown Gull,UNKNOWN,3m 1SPR,0,0,1,0,None,2,Avery Bartels,1,To Be Checked,Call,0-1 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,,13-UEB01-LQ_20200616_040800.wav
SK Pyrodiversity,ECCC,13-UEB01-LQ,2020-06-16,4:08:00,Transcribed,55.19672,-104.86176,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,0,0,1,0,None,1,Avery Bartels,1,Confident,Song,2-3 min,LA RONGE A,379.20m,27km,9.1,24.9,17,0,0,0,,LA RONGE RCS,378.60m,27km,9.3,6.8,85,0,21,7,,96.16,,,NA,,,13-UEB01-LQ_20200616_040800.wav
